acct_id,visit_num,visit_dt,clip_views,view_time_sec,total_clip_length_sec,total_course_lngth_sec,courses_viewed,b2b_visit_indicator,page_views,searches
"1,814",7,7/11/17,19,"2,206","4,703","149,378",1,1,1,0
"1,814",8,9/11/17,18,"1,408","3,697","272,484",1,1,4,0
"1,814",9,11/11/17,1,416,416,"15,138",1,1,3,2
"1,650",1,23/9/17,9,"1,296","1,440","192,465",1,1,3,8
"1,650",2,27/9/17,46,"4,183","9,002","791,245",1,1,3,4
"1,650",3,2/10/17,5,890,890,"71,934",1,1,2,4
"1,650",4,26/10/17,40,"6,812","7,532","363,984",1,1,2,2
"1,650",5,9/11/17,29,"5,706","5,874","656,212",1,1,1,0
"1,650",6,29/11/17,10,"2,167","2,290","227,490",1,1,1,2
"1,650",7,19/12/17,7,"1,198","1,654","159,243",1,1,1,1
"1,650",8,15/1/18,10,"1,126","1,198","77,350",1,1,3,0
"1,650",9,24/1/18,39,"5,765","6,369","301,665",1,1,6,0
"1,650",10,26/1/18,14,"1,679","2,068","92,820",1,1,2,1
"1,650",11,1/2/18,19,"3,726","3,738","363,984",1,1,6,1
"1,650",12,2/2/18,9,"1,674","1,687","181,992",1,1,4,1
"1,650",13,6/2/18,28,"1,579","6,345","1,046,454",1,1,1,1
"1,650",14,15/2/18,23,"4,037","4,160","74,879",1,1,2,1
"1,650",15,8/3/18,18,"3,556","3,663","178,809",4,1,7,4
"2,039",1,6/7/17,15,"1,836","3,237","106,830",1,0,1,5
"2,039",2,28/7/17,15,"2,386","4,010","85,464",1,0,2,6
"2,039",3,1/8/17,11,705,990,"32,049",1,0,2,4
"2,039",4,2/8/17,45,"11,966","15,348","58,026",2,0,9,3
"2,039",5,8/8/17,52,1198,"10,366","385,666",4,0,7,7
"2,039",6,9/8/17,40,"4,357","7,024","260,226",1,0,5,0
"2,039",7,10/8/17,10,967,1494,"67,466",1,0,1,0
"2,039",8,11/8/17,45,"3,585","6,901","315,664",2,0,6,8
"2,039",9,15/8/17,49,"4,249","7,201","536,877",1,0,3,0
"2,039",10,18/8/17,11,1287,"1,884","97,614",1,0,5,1
"2,039",11,21/8/17,3,204,401,"32,538",1,0,1,1
"2,039",12,22/8/17,38,"4,605","8,146","341,649",1,0,2,1
"2,039",13,23/8/17,19,"2,372","3,427","178,959",1,0,1,1
"2,039",14,24/8/17,46,"4,938","8,210","406,725",1,0,2,1
"2,039",15,25/8/17,27,"2,375","3,618","131,730",1,0,2,1
"2,039",16,6/9/17,35,"3,621","5,905","333,716",1,0,1,0
"2,039",17,6/11/17,35,"3,451","5,538","424,460",1,0,1,0
"2,039",18,11/12/17,20,"2,184","2,979","109,615",1,0,1,0
"2,039",19,15/2/18,30,"4,499","8,233","518,192",1,0,3,0
"1,338",1,31/8/17,29,"2,387","2,884","688,235",1,1,4,7
"1,338",2,1/9/17,35,"3,082","4,661","326,620",1,1,1,7
"1,338",3,2/9/17,2,217,217,"11,665",1,1,3,5
"1,338",4,3/9/17,107,"8,211","11,556","1,003,190",1,1,1,2
"1,338",5,4/9/17,22,1204,"2,298","128,315",1,1,5,0
"1,338",6,5/9/17,19,"1,278","1,697","221,635",1,1,4,0
"1,338",7,6/9/17,13,"1,324","1,506","151,645",1,1,5,0
"1,338",8,7/9/17,22,"3,217","3,883","336,974",1,1,6,0
"1,338",9,8/9/17,10,853,"1,382","116,650",1,1,5,0
"1,338",10,11/9/17,32,"2,141","3,967","343,462",2,1,8,2
"1,338",11,12/9/17,30,"4,583","5,215","552,470",3,1,3,4
"1,338",12,13/9/17,27,"5,187","6,389","499,271",2,1,6,2
"1,338",13,14/9/17,28,"7,113","8,172","310,041",3,1,2,4
"1,338",14,15/9/17,28,"5,643","7,849","567,870",1,1,4,1
"1,338",15,19/9/17,17,"3,713","4,032","345,660",1,1,3,1
"1,338",16,20/9/17,27,"5,082","7,379","543,180",1,1,2,0
"1,338",17,21/9/17,15,"4,238","4,653","296,280",1,1,1,0
"1,338",18,22/9/17,11,"3,143","3,143","222,210",1,1,8,0
"1,338",19,25/9/17,26,"4,637","7,324","396,288",4,1,7,4
"1,338",20,26/9/17,1,632,632,"18,190",1,1,2,0
"1,338",21,27/9/17,10,"2,283","2,589","145,520",1,1,1,0
"1,338",22,28/9/17,2,502,502,"36,380",1,1,4,0
"1,338",23,10/10/17,47,"4,945","10,422","977,489",2,1,6,0
"1,338",24,12/10/17,12,"1,501","2,044","267,270",1,1,2,0
"1,338",25,14/10/17,21,"1,528","4,609","454,359",1,1,5,0
"1,338",26,3/11/17,11,"1,955","3,452","240,543",1,1,3,0
"1,338",27,6/11/17,9,"1,744","3,498","187,089",1,1,2,0
"1,338",28,7/11/17,28,"1,839","1,902","319,176",1,1,3,0
"1,338",29,17/11/17,11,924,"1,501","117,674",3,1,5,3
"1,338",30,18/11/17,9,1235,"1,703","42,182",1,1,1,0
"1,338",31,19/11/17,31,"5,979","6,819","144,624",1,1,2,0
"1,338",32,22/11/17,5,1233,1233,"37,200",1,1,5,0
"1,338",33,3/12/17,1,368,368,"12,698",1,1,1,0
"1,338",34,4/12/17,17,1276,"4,000","157,703",1,1,1,0
"1,338",35,27/12/17,21,"1,790","3,570","176,832",1,1,2,0
"1,338",36,30/12/17,5,806,806,"34,812",1,1,4,0
"1,338",37,1/1/18,3,606,1050,"61,176",1,1,1,0
"1,338",38,3/1/18,7,"2,402","2,402","62,358",1,1,2,0
"1,338",39,4/1/18,6,"1,949","2,145","51,965",1,1,4,0
"1,338",40,5/1/18,17,"5,288","7,505","160,628",1,1,3,0
"1,338",41,13/1/18,10,"1,601","1,883","163,136",1,1,3,0
"1,338",42,31/1/18,2,340,340,"21,006",1,1,1,0
"1,338",43,13/2/18,16,"1,684","3,080","43,212",1,1,2,0
"1,338",44,21/2/18,1,149,149,"9,438",1,1,5,0
"1,338",45,20/4/18,1,145,145,"14,551",1,1,2,0
"1,338",46,30/4/18,5,793,"2,200","128,778",2,1,10,1
"1,385",1,17/8/17,1,429,429,"6,278",1,0,2,5
"1,385",2,21/8/17,8,"3,412","7,351","91,685",1,0,3,7
"1,385",3,17/9/17,7,690,885,"7,930",1,0,2,2
"1,385",4,17/10/17,33,"4,083","4,987","63,747",2,0,9,5
"1,385",5,18/10/17,6,"4,392","4,392","13,294",1,0,2,0
"1,385",6,20/10/17,1,1222,1222,"6,647",1,0,1,0
"1,385",7,28/10/17,1,681,681,"13,976",1,0,8,0
"2,007",1,11/4/18,6,"2,667","2,667","66,636",1,0,1,4
"2,007",2,13/4/18,8,"4,627","4,627","83,295",1,0,2,3
"2,007",3,24/4/18,3,3138,3138,"16,659",1,0,2,4
"2,007",4,25/4/18,22,"8,141","13,886","99,954",1,0,3,1
"2,007",5,29/4/18,6,1404,1404,"33,318",1,0,1,0
"1,358",1,1/2/18,13,"5,661","5,661","167,724",1,0,2,6
"1,358",2,14/3/18,18,"6,971","9,300","128,182",2,0,4,4
"1,327",1,26/7/17,3,941,945,"101,793",1,1,2,4
"1,876",1,12/11/17,29,"5,917","5,957","439,002",1,1,4,8
"1,876",2,13/11/17,16,"3,611","3,696","196,794",1,1,3,6
"1,876",3,19/4/18,55,"10,161","17,647","545,738",2,1,6,6
"1,562",1,17/7/17,32,"2,692","4,742","520,730",1,0,1,4
"1,879",1,18/7/17,15,"2,035","3,124","99,750",1,1,4,7
"1,879",2,19/7/17,8,"2,598","2,910","46,550",1,1,4,5
"1,490",1,1/2/18,9,"1,938","1,938","69,006",1,0,2,7
"1,664",1,5/7/17,25,"1,366","1,473","213,333",1,1,4,6
"1,664",2,6/7/17,23,"1,986","2,030","79,477",1,1,1,3
"1,664",3,7/7/17,57,"11,362","11,412","184,368",1,1,8,2
"1,664",4,8/7/17,30,"3,217","4,117","96,192",1,1,4,2
"1,664",5,10/7/17,30,"5,742","6,852","120,240",1,1,1,0
"1,664",6,12/7/17,1,61,61,"15,102",1,1,5,1
"1,723",1,11/7/17,28,"3,998","3,998","241,696",1,1,3,8
"1,723",2,12/7/17,33,"6,136","6,571","233,064",1,1,1,3
"1,723",3,13/7/17,27,"4,272","5,960","94,952",1,1,3,5
"1,723",4,30/7/17,20,2327,"3,195","64,920",1,1,8,1
"1,723",5,1/8/17,37,"10,228","11,253","864,357",1,1,4,0
"1,723",6,2/8/17,44,"11,710","12,748","1,027,884",1,1,6,0
"1,723",7,7/8/17,18,"2,531","2,532","361,332",1,1,3,0
"1,723",8,8/8/17,2,825,825,"40,148",1,1,1,0
"1,723",9,9/8/17,1,101,101,"20,074",1,1,2,0
"1,723",10,11/9/17,1,97,97,"3,443",1,1,2,1
"1,723",11,19/9/17,19,"2,495","2,935","138,112",1,1,1,1
"1,723",12,20/9/17,7,"1,552","1,552","51,792",1,1,1,1
"1,723",13,7/10/17,3,1086,"1,388","66,438",1,1,1,1
"1,723",14,8/10/17,11,"3,183","4,257","199,314",1,1,7,1
"1,723",15,9/10/17,7,"1,380","1,790","132,876",1,1,5,2
"1,723",16,11/11/17,31,"4,941","6,512","197,305",2,1,8,2
"1,723",17,12/11/17,12,"1,534","1,962","114,160",1,1,1,0
"1,723",18,13/11/17,39,"4,383","4,839","719,208",1,1,1,0
"1,723",19,16/11/17,7,1029,1164,"68,496",1,1,2,0
"1,723",20,21/12/17,15,"2,312","2,373","103,224",1,1,1,0
"1,723",21,3/1/18,2,242,242,"27,004",1,1,4,0
"1,723",22,5/1/18,34,"3,996","4,552","308,232",1,1,4,0
"1,723",23,16/1/18,1,113,113,"15,678",1,1,3,0
"1,723",24,17/1/18,5,907,1016,"62,712",1,1,1,0
"1,723",25,22/1/18,29,"5,139","5,305","277,610",1,1,1,0
"1,537",1,23/7/17,22,"7,621","8,520","159,347",2,0,9,6
"1,537",2,24/7/17,49,"3,069","7,011","401,245",3,0,8,7
"1,537",3,25/7/17,60,"10,886","11,182","189,801",4,0,14,5
"1,537",4,29/7/17,18,2201,2321,"96,525",1,0,4,4
"1,537",5,28/8/17,12,2151,2151,"29,212",1,0,2,0
"1,537",6,9/9/17,3,124,237,"21,022",1,0,2,0
"1,537",7,10/9/17,40,"5,812","6,520","145,901",3,0,7,8
"1,537",8,11/9/17,1,61,61,"4,410",1,0,5,0
"1,537",9,12/9/17,21,"3,892","3,975","88,312",2,0,10,10
"1,537",10,13/9/17,1,1424,1424,"8,206",1,0,3,1
"1,537",11,14/9/17,3,"2,357","2,856","16,412",1,0,5,1
"1,537",12,22/9/17,3,"2,060","2,060","16,412",1,0,1,1
"1,537",13,29/9/17,4,1398,1689,"29,541",1,0,4,1
"1,537",14,1/10/17,14,1346,"3,268","78,776",1,0,8,1
"1,537",15,3/10/17,11,1713,1788,"59,082",1,0,6,1
"1,537",16,6/10/17,1,501,501,"9,847",1,0,7,0
"1,537",17,16/10/17,3,769,1388,"16,412",1,0,1,0
"1,537",18,24/10/17,1,721,721,"19,305",1,0,5,0
"1,537",19,12/11/17,12,"2,626","3,130","66,367",1,0,1,0
"1,537",20,25/2/18,39,"8,285","12,621","256,901",2,0,5,0
"1,537",21,26/2/18,20,"5,337","7,082","126,379",1,0,2,0
"1,537",22,27/2/18,8,1592,1596,"57,445",1,0,1,0
"1,537",23,2/3/18,31,"7,219","7,714","195,313",1,0,1,0
"1,537",24,3/3/18,40,"8,809","9,537","521,368",2,0,5,0
"1,537",25,4/3/18,1,531,531,"12,928",1,0,1,0
"1,537",26,5/3/18,5,"2,211","2,211","38,784",1,0,3,0
"1,537",27,7/3/18,1,78,78,"16,365",1,0,2,0
"1,537",28,15/4/18,11,1786,1920,"53,624",2,0,14,2
"2,154",1,24/10/17,18,"1,070","2,534","354,892",6,1,7,6
"2,154",2,25/10/17,12,"2,070","6,866","119,683",4,1,7,6
"2,154",3,28/10/17,33,2966,"7,511","115,804",3,0,12,3
"2,154",4,1/11/17,11,2977,3063,"73,926",1,0,1,3
"2,022",1,3/7/17,7,"1,420","1,422","84,917",1,1,2,8
"2,022",2,7/7/17,1,338,338,"17,556",1,1,1,7
"2,022",3,11/7/17,5,777,1315,"24,262",1,1,7,4
"2,022",4,27/7/17,32,"7,427","7,917","157,703",1,1,6,3
"2,022",5,29/8/17,8,1350,1350,"98,640",1,1,2,0
"2,022",6,31/8/17,4,606,606,"48,524",1,1,2,0
"2,022",7,22/9/17,10,"2,162","3,148","134,960",1,1,5,1
"2,022",8,30/10/17,12,"1,754","2,401","46,224",1,1,2,0
"2,022",9,3/1/18,1,141,141,"10,963",1,1,2,0
"2,022",10,13/3/18,2,325,478,"21,926",1,1,2,1
"1,953",1,6/10/17,25,"2,341","4,059","636,633",1,0,2,5
"1,751",1,6/9/17,14,"3,451","4,397","215,208",1,1,6,4
"1,751",2,7/9/17,38,"6,151","8,650","476,532",1,1,5,4
"1,751",3,8/9/17,10,"3,955","3,955","18,324",1,1,2,3
"1,751",4,14/9/17,17,"5,472","6,267","118,594",1,1,2,3
"1,751",5,15/9/17,38,"5,316","6,420","321,898",1,1,1,0
"1,751",6,21/9/17,6,733,"1,165","101,652",1,1,7,3
"1,751",7,25/9/17,12,"2,239","2,811","203,304",1,1,6,0
"1,751",8,27/9/17,1,198,198,"16,942",1,1,2,0
"1,751",9,3/10/17,8,"1,437","1,576","135,536",1,1,4,6
"1,751",10,4/10/17,1,106,106,"16,942",1,1,4,1
"1,751",11,5/10/17,1,106,106,"16,942",1,1,4,1
"1,751",12,12/10/17,16,"2,649","2,756","220,246",1,1,1,1
"1,751",13,13/10/17,4,788,903,"67,768",1,1,6,1
"1,751",14,16/10/17,14,"1,937","3,130","203,304",1,1,6,1
"1,751",15,17/10/17,3,570,1122,"50,826",1,1,2,1
"1,751",16,19/10/17,13,"1,586","1,659","30,118",1,1,2,0
"1,751",17,20/10/17,36,"4,879","5,374","185,442",2,1,6,2
"1,751",18,9/11/17,16,"2,624","2,749","155,753",1,1,2,0
"1,751",19,10/11/17,1,108,108,"6,661",1,1,2,0
"1,751",20,27/11/17,12,"2,796","2,896","66,847",2,1,9,2
"1,751",21,28/11/17,10,"3,034","3,843","53,288",1,1,1,0
"1,751",22,29/11/17,2,575,575,"13,322",1,1,2,0
"1,751",23,30/11/17,1,232,232,"6,661",1,1,2,0
"1,751",24,1/12/17,3,787,988,"19,983",1,1,5,0
"1,751",25,4/12/17,30,"9,161","10,646","199,579",2,1,9,0
"1,751",26,5/12/17,3,972,1069,"24,105",1,1,4,0
"1,751",27,6/12/17,1,620,620,"8,035",1,1,7,0
"1,751",28,7/12/17,7,"2,052","3,878","44,471",2,1,10,2
"1,751",29,21/12/17,6,978,978,"35,105",1,1,1,0
"1,751",30,22/12/17,11,"2,745","2,992","63,189",1,1,2,0
"1,751",31,29/12/17,3,"1,470","1,483","57,096",1,1,2,0
"1,751",32,8/1/18,15,"3,642","4,105","236,316",1,1,2,0
"1,751",33,9/1/18,22,"6,416","7,890","334,781",1,1,2,0
"1,751",34,10/1/18,6,"1,524","2,329","98,465",1,1,2,0
"1,751",35,11/1/18,3,"1,582","1,582","59,079",1,1,1,0
"1,751",36,16/1/18,9,"1,547","1,549","88,612",2,1,10,1
"1,751",37,17/1/18,1,71,71,"10,264",1,1,4,0
"1,751",38,23/1/18,5,395,819,"41,056",1,1,1,0
"1,751",39,25/1/18,23,"4,504","5,918","184,752",1,1,3,0
"1,250",1,13/9/17,4,1212,1212,"13,218",1,0,5,5
"1,250",2,7/10/17,34,"5,883","6,420","907,853",2,0,8,5
"1,250",3,9/10/17,15,"4,020","4,020","98,760",1,0,2,4
"1,250",4,10/10/17,56,"12,986","14,538","370,350",1,0,3,3
"1,250",5,11/10/17,15,"4,311","4,311","123,450",1,0,3,0
"1,250",6,15/10/17,6,"1,581","1,581","98,760",1,0,5,0
"1,250",7,16/10/17,7,"1,618","1,618","123,450",1,0,2,0
"1,250",8,19/10/17,3,586,586,"49,380",1,0,7,1
"1,250",9,25/10/17,1,223,223,"24,690",1,0,3,0
"1,250",10,31/10/17,1,175,175,"24,690",1,0,1,1
"1,250",11,1/11/17,19,"4,797","5,699","271,590",1,0,2,1
"1,250",12,3/11/17,8,"2,746","2,746","123,450",1,0,1,1
"1,250",13,6/11/17,4,"2,242","2,242","74,070",1,0,7,1
"1,250",14,7/11/17,22,"3,322","4,446","296,280",1,0,2,1
"1,250",15,8/11/17,12,"4,062","4,062","172,830",1,0,4,1
"1,250",16,9/11/17,11,"3,531","3,531","148,140",1,0,5,0
"1,250",17,10/11/17,7,"2,515","2,515","98,760",1,0,1,0
"1,250",18,14/11/17,7,1349,1630,"98,760",1,0,2,0
"1,250",19,20/11/17,7,"2,899","2,899","98,760",1,0,2,0
"1,250",20,21/11/17,3,1128,1128,"49,380",1,0,6,0
"1,250",21,22/11/17,19,"4,709","5,414","246,900",1,0,4,0
"1,250",22,1/12/17,24,"3,415","4,646","252,211",3,0,5,8
"1,250",23,4/12/17,34,"9,977","10,736","342,234",1,0,2,0
"1,250",24,5/12/17,1,1236,1236,"19,013",1,0,1,0
"1,250",25,7/12/17,32,"7,218","8,604","570,809",1,0,7,0
"1,250",26,8/12/17,34,"11,931","11,931","604,386",1,0,1,0
"1,250",27,9/12/17,15,"5,887","5,887","268,616",1,0,5,0
"1,250",28,10/12/17,7,"3,159","3,159","134,308",1,0,6,1
"1,250",29,11/12/17,15,"5,387","5,387","268,616",1,0,2,0
"1,250",30,12/12/17,23,"6,669","7,403","402,924",1,0,4,0
"1,250",31,13/12/17,23,"6,671","6,753","402,924",1,0,3,0
"1,250",32,14/12/17,9,"4,014","4,014","167,885",1,0,2,0
"1,250",33,15/12/17,24,"8,187","8,419","436,501",1,0,2,0
"1,250",34,17/12/17,11,"4,290","4,291","201,462",1,0,3,0
"1,250",35,18/12/17,27,"6,178","8,117","931,269",2,0,5,0
"1,250",36,19/12/17,17,"5,349","7,326","302,193",1,0,3,0
"1,250",37,21/12/17,26,"2,604","3,069","243,665",2,0,4,0
"1,250",38,22/12/17,32,"3,152","3,252","291,951",1,0,1,0
"1,250",39,23/12/17,105,"7,241","7,628","937,782",1,0,2,0
"1,250",40,26/12/17,20,1033,1777,"88,470",1,0,3,0
"1,250",41,27/12/17,32,"6,457","6,652","512,502",2,0,5,0
"1,250",42,28/12/17,21,"2,922","2,922","237,497",2,0,5,0
"1,250",43,29/12/17,16,"2,173","2,274","163,136",1,0,3,0
"1,250",44,30/12/17,16,"2,756","2,756","163,136",1,0,1,0
"1,250",45,31/12/17,5,1479,1479,"61,176",1,0,2,0
"1,250",46,1/1/18,35,"5,331","8,718","713,720",1,0,5,0
"1,250",47,2/1/18,8,"2,382","2,382","81,568",1,0,2,0
"1,250",48,3/1/18,4,992,992,"40,784",1,0,1,0
"1,250",49,5/1/18,5,1396,1396,"61,176",1,0,1,0
"1,250",50,6/1/18,32,"7,139","7,925","326,272",1,0,1,0
"1,250",51,7/1/18,4,1076,1076,"40,784",1,0,3,0
"1,250",52,8/1/18,26,"6,081","6,868","265,096",1,0,5,0
"1,250",53,9/1/18,13,"3,762","3,762","142,744",1,0,4,0
"1,250",54,12/1/18,4,1275,1275,"40,784",1,0,5,1
"1,250",55,18/1/18,20,"3,246","3,586","203,920",1,0,2,0
"1,250",56,22/1/18,4,1085,1085,"40,784",1,0,2,0
"1,250",57,23/1/18,9,"2,115","2,115","101,960",1,0,1,0
"1,250",58,25/1/18,41,"5,523","6,236","353,780",2,0,10,2
"1,250",59,26/1/18,5,772,772,"28,740",1,0,3,0
"1,250",60,30/1/18,39,"6,074","6,091","355,012",2,0,9,2
"1,250",61,31/1/18,22,"3,953","4,236","224,312",1,0,6,1
"1,250",62,1/2/18,30,"4,613","5,768","230,196",2,0,5,0
"1,250",63,2/2/18,26,"4,272","6,312","221,848",2,0,7,1
"1,250",64,6/2/18,29,"5,079","5,210","177,368",2,0,14,0
"1,250",65,7/2/18,35,"4,738","5,058","216,920",2,0,12,2
"1,250",66,8/2/18,14,"3,098","3,537","110,308",2,0,4,0
"1,250",67,9/2/18,14,"2,395","3,357","67,060",1,0,2,0
"1,250",68,10/2/18,5,1388,1388,"28,740",1,0,2,0
"1,250",69,11/2/18,47,"7,865","9,409","210,760",1,0,2,0
"1,250",70,12/2/18,5,907,907,"28,740",1,0,2,0
"1,250",71,13/2/18,12,"4,483","4,483","57,480",1,0,1,0
"1,250",72,14/2/18,17,"3,201","3,486","109,076",2,0,7,1
"1,250",73,15/2/18,5,1551,1551,"61,176",1,0,3,0
"1,250",74,16/2/18,36,"8,666","9,040","346,664",1,0,3,0
"1,250",75,19/2/18,13,"2,401","2,401","122,352",1,0,1,0
"1,250",76,20/2/18,34,"8,012","8,012","652,544",1,0,1,0
"1,250",77,21/2/18,8,1299,1586,"81,568",1,0,3,0
"1,250",78,22/2/18,26,"5,848","7,070","537,363",2,0,6,1
"1,250",79,23/2/18,30,"7,495","7,607","219,492",1,0,1,0
"1,250",80,24/2/18,36,"5,255","8,549","266,526",1,0,2,0
"1,250",81,26/2/18,10,"2,959","3,960","78,390",1,0,1,0
"1,250",82,27/2/18,22,"5,186","6,246","156,780",1,0,2,0
"1,250",83,28/2/18,1,727,727,"15,678",1,0,2,0
"1,250",84,1/3/18,4,2015,2015,"31,356",1,0,2,0
"1,250",85,9/3/18,8,1802,1802,"62,712",1,0,1,0
"1,250",86,12/3/18,13,"3,025","4,553","94,068",1,0,8,0
"1,250",87,13/3/18,19,"7,187","7,187","141,102",1,0,2,0
"1,250",88,15/3/18,10,"5,243","6,116","78,390",1,0,5,0
"1,250",89,16/3/18,14,"2,370","3,786","109,746",1,0,2,0
"1,250",90,17/3/18,76,"14,319","14,913","718,044",2,0,6,1
"1,250",91,18/3/18,45,"6,734","8,223","167,436",2,0,6,1
"1,250",92,19/3/18,15,"3,674","3,674","57,729",1,0,2,0
"1,250",93,20/3/18,15,1953,1953,"57,729",1,0,5,0
"1,250",94,21/3/18,27,"4,155","4,155","98,964",1,0,2,0
"1,250",95,26/3/18,6,1967,1967,"24,741",1,0,1,0
"1,250",96,28/3/18,6,1301,1755,"24,741",1,0,8,0
"1,250",97,29/3/18,22,"4,877","4,877","82,470",1,0,3,0
"1,250",98,30/3/18,4,1421,1421,"16,494",1,0,3,0
"1,250",99,3/4/18,4,1041,1041,"16,494",1,0,3,0
"2,192",1,4/7/17,34,"7,738","7,801","577,456",1,1,2,6
"2,192",2,5/7/17,33,"7,048","7,092","839,394",2,1,11,4
"2,192",3,7/7/17,36,"7,412","10,056","554,045",1,1,5,4
"2,192",4,13/7/17,60,"20,247","20,325","458,520",1,1,2,2
"2,192",5,17/7/17,73,"19,492","20,523","1,042,576",2,1,11,9
"2,192",6,26/7/17,13,"1,776","1,929","123,032",1,1,5,0
"2,192",7,30/7/17,37,"5,586","5,834","878,161",2,1,3,0
"2,192",8,3/8/17,23,"4,774","4,774","405,260",1,1,1,0
"2,192",9,4/8/17,20,"5,168","5,985","352,400",1,1,5,0
"2,192",10,5/8/17,23,"3,038","4,225","362,412",2,1,9,2
"2,192",11,6/8/17,16,"2,172","2,551","296,067",6,1,13,2
"2,192",12,25/8/17,18,"2,754","2,754","305,880",1,1,1,1
"2,192",13,31/8/17,47,"10,657","10,764","774,896",1,1,2,1
"2,192",14,10/11/17,13,"3,570","4,142","133,441",1,1,2,1
"2,192",15,11/11/17,36,"7,625","7,625","351,799",1,1,1,1
"2,192",16,13/11/17,25,"4,236","4,553","242,620",1,1,5,0
"2,192",17,21/11/17,33,"5,053","5,063","441,072",1,1,8,0
"2,192",18,23/11/17,8,"1,535","2,493","57,176",1,1,1,0
"2,192",19,5/12/17,46,"7,760","7,832","286,454",1,1,6,0
"2,192",20,7/1/18,5,670,"1,307","51,212",1,1,1,0
"2,192",21,12/1/18,8,"3,610","3,611","89,621",1,1,2,0
"2,192",22,15/1/18,12,"4,237","5,797","128,030",1,1,2,0
"2,192",23,16/1/18,8,"3,649","3,649","89,621",1,1,2,0
"1,374",1,14/10/17,3,181,284,"41,178",2,1,7,4
"1,246",1,1/7/17,45,"4,998","7,978","1,036,260",1,0,6,5
"1,246",2,2/7/17,57,"7,351","12,455","535,401",1,0,2,5
"1,246",3,12/7/17,39,"5,173","9,901","97,158",2,0,9,5
"1,246",4,13/7/17,41,"11,962","20,306","72,490",1,0,5,2
"1,246",5,20/7/17,6,855,1290,"34,542",1,0,2,0
"1,246",6,31/7/17,1,124,124,"15,041",1,0,2,0
"1,246",7,6/8/17,1,162,162,"2,738",1,0,2,0
"1,246",8,15/8/17,19,"1,864","2,823","67,457",1,0,3,0
"1,246",9,11/9/17,10,799,1282,"44,716",1,0,2,0
"1,246",10,5/11/17,49,"7,400","12,795","334,679",2,0,10,2
"1,246",11,6/11/17,8,1251,"1,871","62,880",1,0,3,1
"1,246",12,19/11/17,4,1194,1421,"7,383",1,0,3,1
"1,246",13,20/11/17,22,"3,559","5,801","29,532",1,0,1,1
"1,246",14,22/11/17,8,665,807,"48,175",1,0,3,1
"1,246",15,23/11/17,46,"8,581","13,220","359,975",1,0,3,1
"1,246",16,24/11/17,30,"4,920","7,407","460,768",1,0,5,0
"1,246",17,25/11/17,15,1705,"2,862","80,400",1,0,7,0
"1,607",1,27/4/18,13,"2,631","2,631","250,965",1,1,2,6
"1,607",2,28/4/18,1,47,47,"19,305",1,1,3,6
"1,568",1,8/9/17,21,"6,939","9,054","214,032",1,1,3,4
"1,568",2,20/9/17,16,"4,713","5,277","132,496",1,1,1,7
"1,568",3,11/10/17,55,"5,728","10,327","500,412",1,1,2,6
"1,433",1,29/8/17,27,"1,691","6,102","492,245",4,1,7,7
"1,433",2,30/8/17,46,"5,316","16,746","1,157,360",1,1,4,7
"1,433",3,31/8/17,36,"7,388","10,978","772,270",1,1,1,2
"1,433",4,1/9/17,32,"13,872","13,872","346,190",1,1,2,2
"1,433",5,7/9/17,26,"5,927","8,291","692,380",1,1,1,1
"1,433",6,8/9/17,17,"2,217","7,573","452,710",1,1,2,0
"1,433",7,9/9/17,12,"3,838","4,899","319,560",1,1,7,0
"1,433",8,10/9/17,21,"4,444","8,218","559,230",1,1,2,0
"1,433",9,13/9/17,4,836,"1,045","106,520",1,1,1,0
"1,433",10,19/9/17,27,"6,302","6,667","231,500",2,1,12,2
"1,433",11,20/9/17,7,"1,341","1,427","46,596",1,1,4,1
"1,433",12,24/9/17,1,277,277,"26,630",1,1,1,1
"1,433",13,1/11/17,41,"7,900","8,590","254,694",2,1,10,4
"1,433",14,15/11/17,36,"5,080","8,390","629,508",2,1,10,4
"1,433",15,16/11/17,35,"6,038","7,057","786,942",1,1,4,1
"1,433",16,30/11/17,20,"4,697","6,556","176,880",1,1,1,0
"1,433",17,4/12/17,12,"2,387","2,767","110,550",1,1,2,0
"1,433",18,18/12/17,7,"1,538","1,540","66,330",1,1,3,0
"1,433",19,19/12/17,7,"1,931","1,935","66,330",1,1,4,0
"1,433",20,3/1/18,19,"4,153","6,780","165,825",1,1,2,0
"1,433",21,4/1/18,13,"2,561","2,907","121,605",1,1,6,0
"1,433",22,5/1/18,6,"1,897","2,071","51,965",2,1,11,4
"1,433",23,10/1/18,17,"1,948","2,140","138,530",2,1,5,0
"1,433",24,11/1/18,44,"5,317","5,552","284,025",1,1,1,0
"1,433",25,12/1/18,25,"3,853","3,919","162,300",1,1,1,0
"1,433",26,26/1/18,7,"1,493","1,567","48,690",1,1,6,0
"1,433",27,14/2/18,29,"5,076","6,359","744,901",1,1,1,0
"1,433",28,15/2/18,1,301,301,"32,387",1,1,3,0
"1,433",29,22/2/18,36,"8,241","9,181","372,736",1,1,5,0
"1,433",30,9/3/18,18,"1,840","1,840","84,700",1,1,4,0
"1,433",31,19/3/18,33,"5,986","6,141","382,928",3,1,4,3
"1,433",32,20/3/18,6,990,"1,310","35,495",1,1,6,0
"1,433",33,27/3/18,3,682,682,"38,688",1,1,1,0
